Pos, Norm, UV 
{0.796875, 0.539063, -0.359375}	{0.865352, 0.331217, -0.376049}	{0.491986, 0} 
{0.820313, 0.328125, -0.203125}	{0.713828, 0.382183, 0.58681}	{0.619277, 0.495381} 
{0.796875, 0.617188, -0.117188}	{0.873135, 0.486984, -0.020264}	{0, 0.616652} 
{-0.796875, 0.5625, 0.125}	{-0.748741, 0.518387, 0.413038}	{0.502716, 0} 
{0.796875, 0.5625, 0.125}	{0.748741, 0.518387, 0.413038}	{0.454636, 0.800448} 
{-0.726563, 0.40625, 0.335938}	{-0.766167, 0.634816, 0.099612}	{0, 0.45471} 
{0.726563, 0.40625, 0.335938}	{0.766167, 0.634816, 0.099612}	{0.792385, 0} 
{-0.773438, 0.164063, 0.375}	{-0.953185, -0.248299, -0.17243}	{0.459358, 0.796431} 
{-0.796875, 0.40625, 0.460938}	{-0.665639, 0.602496, -0.440321}	{0, 0.62858} 
{0.796875, 0.40625, 0.460938}	{0.665639, 0.602496, -0.440321}	{0.496763, 0} 
{0.773438, 0.164063, 0.375}	{0.953185, -0.248299, -0.17243}	{0.451294, 0.809743} 
{-0.460938, 0.523438, 0.429688}	{-0.322642, 0.847713, 0.421033}	{0, 0.636682} 
{-0.484375, 0.554688, 0.554688}	{-0.188574, 0.788934, -0.584765}	{0.490206, 0} 
{0.484375, 0.554688, 0.554688}	{0.188574, 0.788934, -0.584765}	{0.440853, 0.813605} 
{0.460938, 0.523438, 0.429688}	{0.322642, 0.847713, 0.421033}	{0, 0.652342} 
{-0.335938, 0.6875, 0.59375}	{-0.239784, 0.745262, -0.62212}	{0.504728, 0} 
{-0.195313, 0.664063, 0.617188}	{0.494247, 0.520585, -0.696158}	{0.652342, 0.504728} 
{-0.109375, 0.460938, 0.609375}	{0.508652, 0.858119, -0.069887}	{0, 0.446182} 
{-0.484375, 0.554688, 0.554688}	{-0.188574, 0.788934, -0.584765}	{0.836397, 0} 
{0.109375, 0.460938, 0.609375}	{-0.508652, 0.858119, -0.069887}	{0.446182, 0.836397} 
{0.195313, 0.664063, 0.617188}	{-0.494247, 0.520585, -0.696158}	{0, 0.664409} 
{0.484375, 0.554688, 0.554688}	{0.188574, 0.788934, -0.584765}	{0.519225, 0} 
{0.335938, 0.6875, 0.59375}	{0.239784, 0.745262, -0.62212}	{0.453285, 0.856119} 
{-0.453125, 0.851563, 0.234375}	{-0.480697, 0.731223, 0.483932}	{0, 0.666191} 
{0, 0.898438, 0.289063}	{0, 0.75869, 0.651418}	{0.492411, 0} 
{0, 0.898438, 0.289063}	{0, 0.75869, 0.651418}	{0.717596, 0.474672} 
{0.453125, 0.851563, 0.234375}	{0.480697, 0.731223, 0.483932}	{0, 0.382398} 
{-0.632813, 0.453125, 0.28125}	{-0.489242, 0.762963, 0.422498}	{0.879324, 0} 
{-0.679688, 0.453125, 0.492188}	{-0.363109, 0.908567, -0.206458}	{0.427166, 0.842398} 
{0.679688, 0.453125, 0.492188}	{0.363109, 0.908567, -0.206458}	{0, 0.681733} 
{0.632813, 0.453125, 0.28125}	{0.489242, 0.762963, 0.422498}	{0.511408, 0} 
{-0.640625, 0.703125, 0.054688}	{-0.645039, 0.69454, 0.318613}	{0.693526, 0.510498} 
{0.640625, 0.703125, 0.054688}	{0.645039, 0.69454, 0.318613}	{0, 0.427493} 
{-0.453125, 0.929688, -0.070313}	{-0.492843, 0.869015, 0.043062}	{0.877628, 0} 
{-0.640625, 0.75, -0.195313}	{-0.679434, 0.728965, -0.083468}	{0.435523, 0.867805} 
{0.453125, 0.929688, -0.070313}	{0.492843, 0.869015, 0.043062}	{0, 0.427493} 
{0.640625, 0.75, -0.195313}	{0.679434, 0.728965, -0.083468}	{0.877628, 0} 
{-0.453125, 0.867188, -0.382813}	{-0.391736, 0.826014, -0.405225}	{0.685777, 0.532869} 
{-0.640625, 0.679688, -0.445313}	{-0.644398, 0.527207, -0.55388}	{0, 0.453231} 
{0.453125, 0.867188, -0.382813}	{0.391736, 0.826014, -0.405225}	{0.887054, 0} 
{0.640625, 0.679688, -0.445313}	{0.644398, 0.527207, -0.55388}	{0.619277, 0.495381} 
{0, 0.898438, -0.546875}	{0, 0.800714, -0.599017}	{0, 0.636682} 
{0, 0.5625, -0.851563}	{0, 0.330729, -0.943693}	{0.490206, 0} 
{0, 0.898438, -0.546875}	{0, 0.800714, -0.599017}	{0.440853, 0.813605} 
{0, 0.898438, -0.546875}	{0, 0.800714, -0.599017}	{0, 0.440853} 
{0, 0.5625, -0.851563}	{0, 0.330729, -0.943693}	{0.813605, 0} 
{0, 0.984375, -0.078125}	{0, 0.999664, 0.025636}	{0.454636, 0.800448} 
{0, 0.984375, -0.078125}	{0, 0.999664, 0.025636}	{0, 0.588528} 
{0, 0.070313, -0.828125}	{0, -0.271462, -0.962432}	{0.478377, 0} 
{0, 0.070313, -0.828125}	{0, -0.271462, -0.962432}	{0.613733, 0.456434} 
{0, 0.070313, -0.828125}	{0, -0.271462, -0.962432}	{0, 0.454313} 
{-0.179688, -0.414063, 0.257813}	{-0.685293, -0.583148, -0.436232}	{0.762782, 0} 
{-0.234375, -0.351563, 0.40625}	{-0.907224, 0.252602, -0.336253}	{0.446975, 0.900429} 
{0.234375, -0.351563, 0.40625}	{0.907224, 0.252602, -0.336253}	{0, 0.713425} 
{0.179688, -0.414063, 0.257813}	{0.685293, -0.583148, -0.436232}	{0.237886, 0} 
{0, -0.460938, 0.1875}	{0, -0.984344, -0.176214}	{0.709019, 0.215724} 
{0, -0.484375, 0.28125}	{0, -0.736351, -0.676565}	{0, 0.755152} 
{0, -0.460938, 0.1875}	{0, -0.984344, -0.176214}	{0.224403, 0} 
{0, -0.484375, 0.28125}	{0, -0.736351, -0.676565}	{0.762923, 0.242445} 
{0, -0.382813, -0.351563}	{0, -0.948759, -0.315928}	{0, 0.327574} 
{0, -0.382813, -0.351563}	{0, -0.948759, -0.315928}	{0.621771, 0} 
{0, -0.195313, -0.671875}	{0, -0.648244, -0.761406}	{0.28144, 0.630451} 
{0, -0.195313, -0.671875}	{0, -0.648244, -0.761406}	{0, 0.285847} 
{-0.203125, -0.171875, 0.5}	{-0.85052, -0.525529, -0.020692}	{0.608289, 0} 
{-0.4375, -0.140625, 0.53125}	{-0.317362, -0.946959, -0.049959}	{0.335345, 0.603729} 
{-0.203125, -0.171875, 0.5}	{-0.85052, -0.525529, -0.020692}	{0, 0.576794} 
{-0.203125, -0.1875, 0.5625}	{-0.838282, -0.408155, 0.361461}	{0.465515, 0} 
{-0.4375, -0.140625, 0.53125}	{-0.317362, -0.946959, -0.049959}	{0.583867, 0.423087} 
{0.203125, -0.1875, 0.5625}	{0.838282, -0.408155, 0.361461}	{0, 0.405805} 
{0.203125, -0.171875, 0.5}	{0.85052, -0.525529, -0.020692}	{0.730353, 0} 
{0.4375, -0.140625, 0.53125}	{0.317362, -0.946959, -0.049959}	{0.448347, 0.745304} 
{0.203125, -0.171875, 0.5}	{0.85052, -0.525529, -0.020692}	{0, 0.421339} 
{0.4375, -0.140625, 0.53125}	{0.317362, -0.946959, -0.049959}	{0.77499, 0} 
{-0.234375, -0.25, 0.554688}	{-0.93936, 0.325999, 0.106113}	{0.583867, 0.423087} 
{-0.234375, -0.25, 0.554688}	{-0.93936, 0.325999, 0.106113}	{0, 0.686035} 
{0.234375, -0.25, 0.554688}	{0.93936, 0.325999, 0.106113}	{0.253032, 0} 
{0.234375, -0.25, 0.554688}	{0.93936, 0.325999, 0.106113}	{0.258456, 0.593142} 
{-0.257813, -0.3125, 0.554688}	{-0.930631, 0.340159, 0.13477}	{0, 0.405805} 
{-0.3125, -0.4375, 0.570313}	{-0.960143, 0.231361, 0.156774}	{0.730353, 0} 
{0.3125, -0.4375, 0.570313}	{0.960143, 0.231361, 0.156774}	{0.683851, 0.556229} 
{0.257813, -0.3125, 0.554688}	{0.930631, 0.340159, 0.13477}	{0, 0.482266} 
{-0.25, -0.5, 0.390625}	{-0.812555, -0.001068, -0.582842}	{0.899349, 0} 
{-0.351563, -0.695313, 0.570313}	{-0.979583, 0.093387, 0.177862}	{0.651887, 0.586528} 
{0.351563, -0.695313, 0.570313}	{0.979583, 0.093387, 0.177862}	{0, 0.670531} 
{0.25, -0.5, 0.390625}	{0.812555, -0.001068, -0.582842}	{0.597684, 0} 
{-0.125, -0.539063, 0.359375}	{-0.27253, -0.301157, -0.913785}	{0.53299, 0.898426} 
{0.125, -0.539063, 0.359375}	{0.27253, -0.301157, -0.913785}	{0, 0.528822} 
{-0.164063, -0.945313, 0.4375}	{-0.090915, -0.77633, -0.623707}	{0.875551, 0} 
{-0.328125, -0.914063, 0.398438}	{-0.506851, -0.488144, -0.710471}	{0.630909, 0.604157} 
{-0.140625, -0.757813, 0.367188}	{-0.142521, -0.147282, -0.978759}	{0, 0.553941} 
{-0.289063, -0.710938, 0.382813}	{-0.637257, 0.093326, -0.764946}	{0.861896, 0} 
{0.289063, -0.710938, 0.382813}	{0.637257, 0.093326, -0.764946}	{0.596864, 0.576275} 
{0.328125, -0.914063, 0.398438}	{0.506851, -0.488144, -0.710471}	{0, 0.542184} 
{0.140625, -0.757813, 0.367188}	{0.142521, -0.147282, -0.978759}	{0.818594, 0} 
{0.164063, -0.945313, 0.4375}	{0.090915, -0.77633, -0.623707}	{0.585561, 0.529242} 
{-0.367188, -0.890625, 0.53125}	{-0.937284, -0.25425, 0.23835}	{0, 0.503791} 
{0.367188, -0.890625, 0.53125}	{0.937284, -0.25425, 0.23835}	{0.785451, 0} 
{-0.328125, -0.945313, 0.523438}	{-0.430525, -0.89526, 0.114597}	{0.572425, 0.529736} 
{-0.367188, -0.890625, 0.53125}	{-0.937284, -0.25425, 0.23835}	{0, 0.510638} 
{0.367188, -0.890625, 0.53125}	{0.937284, -0.25425, 0.23835}	{0.773572, 0} 
{0.328125, -0.945313, 0.523438}	{0.430525, -0.89526, 0.114597}	{0.587548, 0.58827} 
{-0.179688, -0.96875, 0.554688}	{-0.158391, -0.974822, 0.156774}	{0, 0.557294} 
{0.179688, -0.96875, 0.554688}	{0.158391, -0.974822, 0.156774}	{0.815416, 0} 
{0, -0.976563, 0.460938}	{0, -0.91586, -0.40144}	{0.629961, 0.623919} 
{0, -0.984375, 0.578125}	{0, -0.94644, 0.322855}	{0, 0.572425} 
{0, -0.984375, 0.578125}	{0, -0.94644, 0.322855}	{0.868524, 0} 
{0, -0.976563, 0.460938}	{0, -0.91586, -0.40144}	{0.682009, 0.616616} 
{0, -0.804688, 0.34375}	{0, -0.336802, -0.941557}	{0, 0.548104} 
{0, -0.804688, 0.34375}	{0, -0.336802, -0.941557}	{0.914571, 0} 
{0, -0.570313, 0.320313}	{0, -0.175726, -0.984436}	{0.48813, 0.914571} 
{0, -0.570313, 0.320313}	{0, -0.175726, -0.984436}	{0, 0.65883} 
{-0.632813, -0.039063, 0.539063}	{-0.599231, -0.77398, 0.204566}	{0.266292, 0} 
{0.632813, -0.039063, 0.539063}	{0.599231, -0.77398, 0.204566}	{0.631691, 0.281488} 
{-0.828125, 0.148438, 0.445313}	{-0.890988, -0.423261, -0.164037}	{0, 0.204112} 
{0.828125, 0.148438, 0.445313}	{0.890988, -0.423261, -0.164037}	{0.564686, 0} 
{-0.859375, 0.429688, 0.59375}	{-0.851985, 0.219275, 0.475387}	{0.231252, 0.579881} 
{0.859375, 0.429688, 0.59375}	{0.851985, 0.219275, 0.475387}	{0, 0.706402} 
{-0.859375, 0.429688, 0.59375}	{-0.851985, 0.219275, 0.475387}	{0.288928, 0} 
{-0.710938, 0.484375, 0.625}	{-0.509171, 0.852229, 0.119999}	{0.278823, 0.557246} 
{0.710938, 0.484375, 0.625}	{0.509171, 0.852229, 0.119999}	{0, 0.743528} 
{0.859375, 0.429688, 0.59375}	{0.851985, 0.219275, 0.475387}	{0.317934, 0} 
{-0.492188, 0.601563, 0.6875}	{-0.610431, 0.759148, 0.225867}	{0.752264, 0.34666} 
{0.492188, 0.601563, 0.6875}	{0.610431, 0.759148, 0.225867}	{0, 0.324686} 
{-0.320313, 0.757813, 0.734375}	{-0.18247, 0.98178, 0.052492}	{0.499513, 0} 
{0.320313, 0.757813, 0.734375}	{0.18247, 0.98178, 0.052492}	{0.31595, 0.52824} 
{-0.15625, 0.71875, 0.757813}	{0.520371, 0.770348, 0.368389}	{0, 0.743309} 
{0.15625, 0.71875, 0.757813}	{-0.520371, 0.770348, 0.368389}	{0.28981, 0} 
{-0.0625, 0.492188, 0.75}	{0.852718, 0.504257, 0.136204}	{0.315731, 0.556363} 
{0.0625, 0.492188, 0.75}	{-0.852718, 0.504257, 0.136204}	{0, 0.278823} 
{0, 0.429688, 0.742188}	{0, 0.970214, 0.242164}	{0.557246, 0} 
{0, 0.429688, 0.742188}	{0, 0.970214, 0.242164}	{0.700326, 0.147967} 
{-0.203125, 0.171875, 0.75}	{-0.709647, 0.261818, 0.654042}	{0, 0.272746} 
{-0.1875, 0.15625, 0.773438}	{0.067293, -0.064272, 0.995636}	{0.698208, 0} 
{-0.171875, 0.21875, 0.78125}	{-0.24659, -0.034089, 0.968505}	{0.795874, 0.266472} 
{-0.195313, 0.226563, 0.75}	{-0.809717, -0.010224, 0.586688}	{0, 0.77566} 
{0.171875, 0.21875, 0.78125}	{0.24659, -0.034089, 0.968505}	{0.289442, 0} 
{0.1875, 0.15625, 0.773438}	{-0.067293, -0.064272, 0.995636}	{0.757507, 0.263314} 
{0.203125, 0.171875, 0.75}	{0.709647, 0.261818, 0.654042}	{0, 0.348083} 
{0.195313, 0.226563, 0.75}	{0.809717, -0.010224, 0.586688}	{0.556732, 0} 
{-0.179688, 0.296875, 0.78125}	{-0.465835, -0.080325, 0.881191}	{0.329929, 0.58286} 
{-0.195313, 0.296875, 0.757813}	{-0.737114, -0.244179, 0.630085}	{0, 0.368297} 
{0.179688, 0.296875, 0.78125}	{0.465835, -0.080325, 0.881191}	{0.579702, 0} 
{0.195313, 0.296875, 0.757813}	{0.737114, -0.244179, 0.630085}	{0.804056, 0.232825} 
{-0.210938, 0.375, 0.78125}	{-0.211951, -0.085971, 0.973479}	{0, 0.376478} 
{-0.234375, 0.359375, 0.757813}	{-0.367504, -0.376476, 0.850398}	{0.613349, 0} 
{0.210938, 0.375, 0.78125}	{0.211951, -0.085971, 0.973479}	{0.810124, 0.1791} 
{0.234375, 0.359375, 0.757813}	{0.367504, -0.376476, 0.850398}	{0, 0.382547} 
{-0.242188, 0.125, 0.757813}	{-0.43028, 0.556597, 0.710624}	{0.667075, 0} 
{-0.226563, 0.109375, 0.78125}	{-0.020081, -0.072939, 0.997131}	{0.753847, 0.15709} 
{0.226563, 0.109375, 0.78125}	{0.020081, -0.072939, 0.997131}	{0, 0.811201} 
{0.242188, 0.125, 0.757813}	{0.43028, 0.556597, 0.710624}	{0.146834, 0} 
{-0.375, 0.085938, 0.726563}	{-0.090976, 0.597339, 0.796777}	{0.383624, 0.699341} 
{-0.375, 0.0625, 0.742188}	{-0.187933, -0.091617, 0.977874}	{0, 0.326269} 
{0.375, 0.0625, 0.742188}	{0.187933, -0.091617, 0.977874}	{0.689085, 0} 
{0.375, 0.085938, 0.726563}	{0.090976, 0.597339, 0.796777}	{0.879685, 0.183943} 
{-0.460938, 0.117188, 0.703125}	{0.165929, 0.609363, 0.775292}	{0, 0.888071} 
{-0.476563, 0.101563, 0.71875}	{-0.203314, 0.092532, 0.9747}	{0.157228, 0} 
{0.476563, 0.101563, 0.71875}	{0.203314, 0.092532, 0.9747}	{0.460496, 0.688946} 
{0.460938, 0.117188, 0.703125}	{-0.165929, 0.609363, 0.775292}	{0, 0.452109} 
{-0.546875, 0.210938, 0.671875}	{0.269295, 0.241676, 0.932218}	{0.662231, 0} 
{-0.578125, 0.195313, 0.679688}	{-0.314219, -0.13242, 0.940062}	{0.925222, 0.140531} 
{0.578125, 0.195313, 0.679688}	{0.314219, -0.13242, 0.940062}	{0, 0.947451} 
{0.546875, 0.210938, 0.671875}	{-0.269295, 0.241676, 0.932218}	{0.149372, 0} 
{-0.554688, 0.28125, 0.671875}	{0.420057, -0.118992, 0.899625}	{0.968169, 0.188824} 
{-0.585938, 0.289063, 0.6875}	{-0.119755, -0.070925, 0.990234}	{0, 0.888071} 
{0.585938, 0.289063, 0.6875}	{0.119755, -0.070925, 0.990234}	{0.157228, 0} 
{0.554688, 0.28125, 0.671875}	{-0.420057, -0.118992, 0.899625}	{0.540594, 0.657349} 
{-0.53125, 0.335938, 0.679688}	{0.226142, -0.606586, 0.762139}	{0, 0.519876} 
{-0.5625, 0.351563, 0.695313}	{-0.320841, 0.040712, 0.946226}	{0.696801, 0} 
{0.5625, 0.351563, 0.695313}	{0.320841, 0.040712, 0.946226}	{0.460496, 0.688946} 
{0.53125, 0.335938, 0.679688}	{-0.226142, -0.606586, 0.762139}	{0, 0.497647} 
{-0.414063, 0.390625, 0.75}	{0.232612, -0.746055, 0.62389}	{0.705643, 0} 
{-0.421875, 0.398438, 0.773438}	{-0.074557, -0.391644, 0.917081}	{0.87642, 0.258223} 
{0.421875, 0.398438, 0.773438}	{0.074557, -0.391644, 0.917081}	{0, 0.946138} 
{0.414063, 0.390625, 0.75}	{-0.232612, -0.746055, 0.62389}	{0.286262, 0} 
{-0.335938, 0.40625, 0.75}	{-0.12125, -0.313883, 0.941679}	{0.518561, 0.55991} 
{-0.335938, 0.429688, 0.757813}	{-0.146702, -0.035707, 0.988525}	{0, 0.448843} 
{0.335938, 0.429688, 0.757813}	{0.146702, -0.035707, 0.988525}	{0.587951, 0} 
{0.335938, 0.40625, 0.75}	{0.12125, -0.313883, 0.941679}	{0.829953, 0.19617} 
{-0.28125, 0.398438, 0.765625}	{-0.216834, -0.273721, 0.93701}	{0, 0.837053} 
{-0.273438, 0.421875, 0.773438}	{-0.187445, 0.00116, 0.982269}	{0.152275, 0} 
{0.273438, 0.421875, 0.773438}	{0.187445, 0.00116, 0.982269}	{0.409477, 0.6939} 
{0.28125, 0.398438, 0.765625}	{0.216834, -0.273721, 0.93701}	{0, 0.402377} 
{-0.164063, 0.414063, 0.773438}	{-0.303018, -0.201941, 0.931333}	{0.650004, 0} 
{-0.25, 0.46875, 0.757813}	{-0.25309, -0.161809, 0.953795}	{0.829888, 0.255993} 
{0.25, 0.46875, 0.757813}	{0.25309, -0.161809, 0.953795}	{0, 0.402311} 
{0.164063, 0.414063, 0.773438}	{0.303018, -0.201941, 0.931333}	{0.590181, 0} 
{-0.328125, 0.476563, 0.742188}	{-0.14011, -0.091189, 0.9859}	{0.852096, 0.297194} 
{0.328125, 0.476563, 0.742188}	{0.14011, -0.091189, 0.9859}	{0, 0.813695} 
{-0.429688, 0.4375, 0.71875}	{-0.237983, 0.050172, 0.969939}	{0.289418, 0} 
{0.429688, 0.4375, 0.71875}	{0.237983, 0.050172, 0.969939}	{0.424519, 0.548979} 
{-0.601563, 0.375, 0.664063}	{-0.312662, -0.237922, 0.919553}	{0, 0.386117} 
{0.601563, 0.375, 0.664063}	{0.312662, -0.237922, 0.919553}	{0.556756, 0} 
{-0.640625, 0.296875, 0.648438}	{-0.373791, -0.105197, 0.921506}	{0.820842, 0.328587} 
{0.640625, 0.296875, 0.648438}	{0.373791, -0.105197, 0.921506}	{0, 0.789451} 
{-0.625, 0.1875, 0.648438}	{-0.470595, -0.164647, 0.866817}	{0.311961, 0} 
{0.625, 0.1875, 0.648438}	{0.470595, -0.164647, 0.866817}	{0.393264, 0.517587} 
{-0.492188, 0.0625, 0.671875}	{-0.439222, -0.376141, 0.815821}	{0, 0.361873} 
{0.492188, 0.0625, 0.671875}	{0.439222, -0.376141, 0.815821}	{0.534212, 0} 
{-0.375, 0.015625, 0.703125}	{-0.219611, -0.540635, 0.812037}	{0.840465, 0.403536} 
{0.375, 0.015625, 0.703125}	{0.219611, -0.540635, 0.812037}	{0, 0.762603} 
{-0.203125, 0.09375, 0.742188}	{0.166967, -0.374828, 0.911893}	{0.423087, 0} 
{0.203125, 0.09375, 0.742188}	{-0.166967, -0.374828, 0.911893}	{0.412887, 0.442637} 
{-0.164063, 0.140625, 0.75}	{0.201849, -0.277596, 0.939238}	{0, 0.412887} 
{0.164063, 0.140625, 0.75}	{-0.201849, -0.277596, 0.939238}	{0.442637, 0} 
{-0.125, 0.304688, 0.765625}	{0.00116, -0.165563, 0.986175}	{0.335024, 0.423087} 
{0.125, 0.304688, 0.765625}	{-0.00116, -0.165563, 0.986175}	{0, 0.909248} 
{-0.132813, 0.210938, 0.757813}	{0.292917, -0.174108, 0.940123}	{0.345901, 0} 
{0.132813, 0.210938, 0.757813}	{-0.292917, -0.174108, 0.940123}	{0.48167, 0.500271} 
{0, -0.859375, 0.632813}	{0, 0.7322, 0.681051}	{0, 0.67667} 
{0, -0.78125, 0.65625}	{0, -0.603626, 0.797266}	{0.402805, 0} 
{0, -0.773438, 0.71875}	{0, -0.97174, 0.235908}	{0.249092, 0.443369} 
{-0.09375, -0.742188, 0.726563}	{0.131779, -0.608295, 0.782678}	{0, 0.249092} 
{0.09375, -0.742188, 0.726563}	{-0.131779, -0.608295, 0.782678}	{0.443369, 0} 
{-0.09375, -0.75, 0.664063}	{0.349284, -0.719932, 0.599719}	{0.573469, 0.193539} 
{-0.09375, -0.820313, 0.710938}	{0.759117, 0.068392, 0.647298}	{0, 0.579214} 
{-0.09375, -0.820313, 0.710938}	{0.759117, 0.068392, 0.647298}	{0.151927, 0} 
{-0.09375, -0.8125, 0.640625}	{0.809839, 0.388287, 0.439741}	{0.151632, 0.694246} 
{0.09375, -0.820313, 0.710938}	{-0.759117, 0.068392, 0.647298}	{0, 0.145888} 
{0.09375, -0.75, 0.664063}	{-0.349284, -0.719932, 0.599719}	{0.652633, 0} 
{0.09375, -0.820313, 0.710938}	{-0.759117, 0.068392, 0.647298}	{0.546919, 0.227092} 
{0.09375, -0.8125, 0.640625}	{-0.809839, 0.388287, 0.439741}	{0, 0.53651} 
{-0.046875, -0.867188, 0.6875}	{0.405957, 0.643605, 0.648793}	{0.214419, 0} 
{-0.046875, -0.867188, 0.6875}	{0.405957, 0.643605, 0.648793}	{0.11934, 0.61908} 
{0.046875, -0.867188, 0.6875}	{-0.405957, 0.643605, 0.648793}	{0, 0.108931} 
{0.046875, -0.867188, 0.6875}	{-0.405957, 0.643605, 0.648793}	{0.631753, 0} 
{-0.046875, -0.851563, 0.632813}	{0.173681, 0.215735, 0.960845}	{0.588792, 0.317539} 
{0, -0.875, 0.6875}	{0, 0.598346, 0.801202}	{0, 0.161214} 
{0.046875, -0.851563, 0.632813}	{-0.173681, 0.215735, 0.960845}	{0.528634, 0} 
{-0.0625, -0.882813, 0.695313}	{0.073855, -0.330546, 0.940855}	{0.630429, 0.371564} 
{0, -0.890625, 0.6875}	{0, -0.124516, 0.992187}	{0, 0.202851} 
{0.0625, -0.882813, 0.695313}	{-0.073855, -0.330546, 0.940855}	{0.474609, 0} 
{-0.117188, -0.835938, 0.710938}	{-0.085116, -0.339244, 0.936827}	{0.608704, 0.118775} 
{0.117188, -0.835938, 0.710938}	{0.085116, -0.339244, 0.936827}	{0, 0.657494} 
{-0.109375, -0.71875, 0.734375}	{-0.141881, -0.14835, 0.978698}	{0.118541, 0} 
{0.109375, -0.71875, 0.734375}	{0.141881, -0.14835, 0.978698}	{0.164237, 0.319427} 
{0, -0.765625, 0.734375}	{0, -0.482803, 0.875698}	{0, 0.169464} 
{-0.09375, -0.742188, 0.726563}	{0.131779, -0.608295, 0.782678}	{0.304721, 0} 
{0.09375, -0.742188, 0.726563}	{-0.131779, -0.608295, 0.782678}	{0.210459, 0.34551} 
{-0.164063, -0.242188, 0.710938}	{-0.692984, -0.001343, 0.720908}	{0, 0.169574} 
{-0.125, -0.101563, 0.8125}	{-0.095523, -0.32609, 0.940489}	{0.118572, 0} 
{-0.234375, -0.25, 0.554688}	{-0.93936, 0.325999, 0.106113}	{0.164356, 0.103821} 
{0.125, -0.101563, 0.8125}	{0.095523, -0.32609, 0.940489}	{0, 0.210731} 
{0.164063, -0.242188, 0.710938}	{0.692984, -0.001343, 0.720908}	{0.077759, 0} 
{-0.179688, -0.3125, 0.710938}	{-0.646687, 0.162603, 0.745201}	{0.181122, 0.727399} 
{-0.257813, -0.3125, 0.554688}	{-0.930631, 0.340159, 0.13477}	{0, 0.229913} 
{0.257813, -0.3125, 0.554688}	{0.930631, 0.340159, 0.13477}	{0.727634, 0} 
{0.179688, -0.3125, 0.710938}	{0.646687, 0.162603, 0.745201}	{0.589956, 0.115821} 
{-0.210938, -0.445313, 0.710938}	{-0.593463, 0.12186, 0.795556}	{0, 0.153468} 
{-0.3125, -0.4375, 0.570313}	{-0.960143, 0.231361, 0.156774}	{0.300432, 0} 
{0.3125, -0.4375, 0.570313}	{0.960143, 0.231361, 0.156774}	{0.153526, 0.122857} 
{0.210938, -0.445313, 0.710938}	{0.593463, 0.12186, 0.795556}	{0, 0.162374} 
{-0.078125, -0.445313, 0.75}	{-0.124363, 0.009674, 0.992187}	{0.730353, 0} 
{-0.085938, -0.289063, 0.742188}	{-0.509995, -0.457717, 0.728233}	{0.578472, 0.119429} 
{0.085938, -0.289063, 0.742188}	{0.509995, -0.457717, 0.728233}	{0, 0.553653} 
{0.078125, -0.445313, 0.75}	{0.124363, 0.009674, 0.992187}	{0.120209, 0} 
{-0.125, -0.226563, 0.75}	{-0.972137, -0.167882, 0.163549}	{0.12607, 0.725964} 
{0.125, -0.226563, 0.75}	{0.972137, -0.167882, 0.163549}	{0, 0.15089} 
{-0.101563, -0.148438, 0.742188}	{-0.715995, 0.572161, 0.399945}	{0.726744, 0} 
{-0.164063, -0.242188, 0.710938}	{-0.692984, -0.001343, 0.720908}	{0.54651, 0.1598} 
{-0.101563, -0.148438, 0.742188}	{-0.715995, 0.572161, 0.399945}	{0, 0.509384} 
{0.101563, -0.148438, 0.742188}	{0.715995, 0.572161, 0.399945}	{0.119033, 0} 
{0.101563, -0.148438, 0.742188}	{0.715995, 0.572161, 0.399945}	{0.0818, 0.727137} 
{0.164063, -0.242188, 0.710938}	{0.692984, -0.001343, 0.720908}	{0, 0.118929} 
{0, -0.140625, 0.742188}	{0, 0.430525, 0.902554}	{0.686371, 0} 
{0, 0.046875, 0.726563}	{0, 0.010865, 0.999939}	{0.534072, 0.185482} 
{0, -0.140625, 0.742188}	{0, 0.430525, 0.902554}	{0, 0.106492} 
{-0.078125, -0.25, 0.804688}	{-0.221839, -0.606037, 0.763848}	{0.660689, 0} 
{0, -0.289063, 0.804688}	{0, -0.492935, 0.870022}	{0.462352, 0.161885} 
{0, -0.203125, 0.828125}	{0, 0.010315, 0.999939}	{0, 0.478174} 
{-0.109375, -0.226563, 0.828125}	{-0.29432, -0.184484, 0.937712}	{0.145123, 0} 
{0.078125, -0.25, 0.804688}	{0.221839, -0.606037, 0.763848}	{0.493641, 0.175543} 
{0.109375, -0.226563, 0.828125}	{0.29432, -0.184484, 0.937712}	{0, 0.505521} 
{-0.09375, -0.15625, 0.8125}	{-0.396924, 0.534989, 0.745781}	{0.15078, 0} 
{-0.046875, -0.148438, 0.8125}	{0.24778, 0.568224, 0.784661}	{0.077939, 0.69539} 
{0.046875, -0.148438, 0.8125}	{-0.24778, 0.568224, 0.784661}	{0, 0.050592} 
{0.09375, -0.15625, 0.8125}	{0.396924, 0.534989, 0.745781}	{0.701044, 0} 
{-0.132813, -0.226563, 0.796875}	{-0.868221, -0.26133, 0.421735}	{0.06606, 0.670626} 
{-0.09375, -0.273438, 0.78125}	{-0.555986, -0.690695, 0.462355}	{0, 0.03477} 
{0.132813, -0.226563, 0.796875}	{0.868221, -0.26133, 0.421735}	{0.684282, 0} 
{0.09375, -0.273438, 0.78125}	{0.555986, -0.690695, 0.462355}	{0.476706, 0.124129} 
