0,30,4
0.4,47.85340824,3.650281833
0.8,67.10402154,4.010146295
1.2,77.11890601,5.20981294
1.6,73.69637314,7.311988401
2,63.96785551,10.00165681
2.4,52.45801187,12.66691896
2.8,41.70489775,14.52339307
3.2,33.79747791,15.02479821
3.6,29.55887228,14.30565786
4,28.65668518,12.98917028
4.4,30.4019351,11.67173641
4.8,34.06884698,10.70016037
5.2,38.70537582,10.2182662
5.6,42.96129911,10.25169937
6,45.40317609,10.73982821
6.4,45.29658948,11.52444123
6.8,43.07235561,12.35357704
7.2,39.92057928,12.9560799
7.6,37.03676185,13.16251075
8,35.17488368,12.9767428
8.4,34.59254464,12.54186166
8.8,35.18257761,12.04545792
9.2,36.6027887,11.64275192
9.6,38.35894136,11.42578941
10,39.90049581,11.42193202
10.4,40.77531895,11.60152905
10.8,40.79293489,11.88969561
11.2,40.0822655,12.18720209
11.6,38.99574857,12.40191301
12,37.93452155,12.48001157
12.4,37.2038833,12.4206112
12.8,36.94880358,12.26694127
13.2,37.15618279,12.08257097
13.6,37.69165925,11.92707838
14,38.35146271,11.84012966
14.4,38.92331327,11.8352098
14.8,39.24831452,11.90080758
15.2,39.26533918,12.00706737
15.6,39.01891296,12.11640575
16,38.62822915,12.19563069
16.4,38.23519659,12.22573084
16.8,37.95603614,12.20584077
17.2,37.85228291,12.15048142
17.6,37.92422934,12.08223841
18,38.12201575,12.02343566
18.4,38.36759267,11.98969627
18.8,38.58093653,11.98672923
19.2,38.70370274,12.01040742
19.6,38.71373598,12.04949493
20,38.62646877,12.08996926
20.4,38.48413552,12.11958688
20.8,38.33827671,12.13130404
21.2,38.23257271,12.12459653
21.6,38.19135618,12.10453952
22,38.21596947,12.07931758
22.4,38.28832152,12.05724588
22.8,38.37930534,12.04430371
23.2,38.45901207,12.04279298
23.6,38.5056561,12.05128356
24,38.51078848,12.06563686
24.4,38.47970905,12.08065247
24.8,38.42763222,12.09177484
25.2,38.37347365,12.09634658
25.6,38.3335901,12.09409434
26,38.31738023,12.08681685
26.4,38.32570256,12.07750238
26.8,38.35205428,12.06924234
27.2,38.38569078,12.06430167
27.6,38.4154736,12.06359106
28,38.43322132,12.06662392
28.4,38.43565586,12.07188883
28.8,38.42457887,12.07746225
29.2,38.40550163,12.08164436
29.6,38.38539274,12.0834265
30,38.37036897,12.08267724
30.4,38.36402877,12.0800367
30.8,38.36681031,12.07659874
31.2,38.37638676,12.07351175
31.6,38.38880826,12.07163021
32,38.39993366,12.07131128
32.4,38.4066855,12.0723916
32.8,38.40778655,12.07432129
33.2,38.40384273,12.07638979
33.6,38.39685345,12.07796243
34,38.38938901,12.07865573
34.4,38.38373525,12.0784097
34.8,38.38126463,12.07745217
35.2,38.38218205,12.07618382
35.6,38.38565732,12.07503104
36,38.39024117,12.07431559
36.4,38.39439539,12.07417685
36.8,38.3969622,12.07456071
37.2,38.39744414,12.0752675
37.6,38.39604253,12.07603497
38,38.39348271,12.07662613
38.4,38.39071288,12.07689523
38.8,38.38858681,12.07681581
39.2,38.38762691,12.07646887
39.6,38.38792457,12.07600116
40,38.38918431,12.07557092
40.4,38.39087494,12.0752992
40.8,38.39242544,12.07524018
41.2,38.3934004,12.07537623
41.6,38.39360641,12.07563494
42,38.39310939,12.07591959
42.4,38.39217231,12.0761417
42.8,38.39114491,12.07624591
43.2,38.39034592,12.07622086
43.6,38.38997392,12.07609527
44,38.39006846,12.07592288
44.4,38.39052462,12.07576238
44.8,38.39114785,12.07565928
45.2,38.39172629,12.0756346
45.6,38.39209628,12.07568269
46,38.39218277,12.07577733
46.4,38.39200697,12.07588286
46.8,38.39166413,12.07596627
47.2,38.3912832,12.07600654
47.6,38.39098311,12.07599888
48,38.39083926,12.07595347
48.4,38.39086843,12.07588996
48.8,38.39103343,12.07583012
49.2,38.39126307,12.07579103
49.6,38.39147877,12.07578085
50,38.39161905,12.0757978
