0,30,4
0.8,65.70681647,3.300563665
1.6,93.23171996,5.179246645
2.4,49.25200631,11.09791066
3.2,42.31181736,13.60953222
4,30.38503682,14.72136217
4.8,26.38115438,12.26531378
5.6,33.37342855,9.195689657
6.4,49.16199989,8.234156379
7.2,59.57921031,10.08222431
8,43.82641856,14.53366148
8.8,24.92049013,16.17968946
9.6,20.45512078,11.63795249
10.4,30.3572198,7.288202943
11.2,54.00658272,6.068046068
12,73.49491536,8.042532556
12.8,47.87228312,13.925559
13.6,26.13708197,16.6767495
14.4,19.09981704,12.41826334
15.2,27.14222548,7.426153405
16,49.92282102,5.685392673
16.8,75.16952277,7.051554267
17.6,55.06292414,12.45575835
18.4,30.47000285,16.78292487
19.2,18.70142043,14.01264886
20,23.10396666,8.263269824
20.8,42.36628968,5.630932199
21.6,71.7574673,6.09734253
22.4,66.82361601,10.33672904
23.2,35.45467784,16.46095726
24,18.91703888,15.45363984
24.8,19.93473799,9.182457506
25.6,35.82744559,5.650890586
26.4,66.21729534,5.348982747
27.2,76.53649062,8.450526327
28,40.44301233,15.1675939
28.8,23.14145243,15.81604989
29.6,21.01330531,10.79006182
30.4,33.08568073,6.88272037
31.2,58.33671801,6.121769736
32,72.94129878,8.666113826
32.8,42.91152326,14.90530858
33.6,23.38977631,16.30926392
34.4,19.68686991,11.21093703
35.2,30.60938477,6.841312844
36,55.94485077,5.731920728
36.8,75.83262356,7.828545611
37.6,47.12731302,13.93639667
38.4,26.51041134,16.47338373
39.2,19.79522801,12.39498182
40,27.8565048,7.591846617
40.8,50.19390952,5.925244194
41.6,73.77703278,7.382511905
42.4,53.5188084,12.82614041
43.2,29.1717631,16.86928058
44,18.5050804,13.62838966
44.8,23.8192673,7.980913507
45.6,44.09253712,5.557482142
46.4,73.25107449,6.217720108
47.2,64.50904879,10.73432253
48,34.66961872,16.57638664
48.8,18.66138654,15.29083107
49.6,20.15184344,9.004258827
50.4,36.55233111,5.581962714
