0,30,4
0.7,61.24346441,3.387993207
1.4,88.85845611,4.799665065
2.1,63.95559676,9.2162248
2.8,49.21552336,13.51209237
3.5,30.45546188,16.17884239
4.2,22.14324585,13.83781024
4.9,25.51874762,9.738274947
5.6,38.80811979,7.452608204
6.3,57.69112102,7.50924197
7,62.53503023,10.15173051
7.7,43.72013614,14.6207102
8.4,26.90740327,16.04127801
9.1,21.96498017,12.68239689
9.8,28.11454551,8.88393737
10.5,43.7965317,7.219267747
11.2,61.61367884,7.930757498
11.9,58.92910068,11.28879294
12.6,38.48261701,15.51611401
13.3,24.22491428,15.541936
14,22.43585645,11.52744718
14.7,31.2715841,8.173872789
15.4,49.02027244,7.112768796
16.1,64.14439428,8.49122476
16.8,54.08890154,12.47838541
17.5,33.92598429,16.0499228
18.2,22.66259028,14.74316794
18.9,23.67187049,10.51502316
19.6,34.94759453,7.692956717
20.3,53.88548923,7.209909517
21,64.44439972,9.24677411
21.7,48.71923168,13.63929301
22.4,29.99215996,16.2077251
23.1,22.00538832,13.72559875
23.8,25.68813175,9.624806204
24.5,39.28662477,7.395497183
25.2,58.24806306,7.516220547
25.9,62.41392771,10.23749114
26.6,43.2207259,14.72161889
27.3,26.58606027,16.01793775
28,21.94855218,12.57009257
28.7,28.36517594,8.801503719
29.4,44.28818276,7.192501725
30.1,61.97508377,7.965830102
30.8,58.571521,11.39120756
31.5,38.0462549,15.58261094
32.2,24.02780969,15.4845635
32.9,22.50045752,11.42924463
33.6,31.56783378,8.117701785
34.3,49.47824861,7.107738316
35,64.29447837,8.544571873
35.7,53.64534221,12.58016476
36.4,33.56249384,16.07909064
37.1,22.57108883,14.66339485
37.8,23.81257367,10.43366395
38.5,35.29252465,7.66020039
39.2,54.28554941,7.22738657
39.9,64.3651377,9.321908095
40.6,48.24832704,13.73664601
41.3,29.67615384,16.20546607
42,21.97765037,13.63031258
42.7,25.89291793,9.551095074
43.4,39.69294839,7.374522167
44.1,58.60100302,7.549538104
44.8,62.14859401,10.3314546
45.5,42.75762641,14.80675675
46.2,26.32700593,15.98554686
46.9,21.96927063,12.4691675
47.6,28.61994413,8.735547006
48.3,44.73508813,7.17918143
49,62.24446738,8.00957754
49.7,58.18225003,11.4931078
50.4,37.63382141,15.64043098
